femalestar,malestar,femalerasi,malerasi,motha porutham,target
kettai,anusam,viruchagam,viruchagam,#REF!,1
kettai,kettai,viruchagam,viruchagam,#REF!,0
kettai,moolam,viruchagam,dhanush,#REF!,0
kettai,pooradam,viruchagam,dhanush,#REF!,0
kettai,uthiradam 1 padham,viruchagam,dhanush,#REF!,0
kettai,uthiradam 2 3 4 padham,viruchagam,magaram,#REF!,0
kettai,thiruvonam,viruchagam,magaram,#REF!,0
kettai,avitam 1 2 padham,viruchagam,magaram,#REF!,0
kettai,avitam 3 4 padam,viruchagam,kumbam,#REF!,0
kettai,sathayam,viruchagam,kumbam,#REF!,0
kettai,pooratadhi 1 2 3 padham,viruchagam,kumbam,#REF!,0
kettai,pooratadhi 4 padham,viruchagam,meenam,#REF!,0
kettai,uthiraithadhi,viruchagam,meenam,#REF!,0
kettai,revathi,viruchagam,meenam,#REF!,0
moolam,aswini,dhanush,mesam,#REF!,0
moolam,bharani,dhanush,mesam,#REF!,0
moolam,karthigai 1 padham,dhanush,mesam,#REF!,0
moolam,karthigai 2 3 4 padham,dhanush,rishabam,#REF!,0
moolam,rohini,dhanush,rishabam,#REF!,0
moolam,mirugasirisham 1 2 padham,dhanush,rishabam,#REF!,0
moolam,mirugasirisham 3 4 padham,dhanush,mithunam,#REF!,0
moolam,thiruvadhirai,dhanush,mithunam,#REF!,0
moolam,poonarpusham 1 2 3 padham,dhanush,mithunam,#REF!,0
moolam,poonarpusham 4 padham,dhanush,kadagam,#REF!,0
moolam,poosam,dhanush,kadagam,#REF!,1
moolam,ayilyam,dhanush,kadagam,#REF!,0
moolam,magam,dhanush,simmam,#REF!,0
moolam,pooram,dhanush,simmam,#REF!,1
moolam,uthiram 1 padham,dhanush,simmam,#REF!,0
moolam,uthiram 2 3 4 padham,dhanush,kanni,#REF!,0
moolam,astham,dhanush,kanni,#REF!,1
moolam,chithirai 1 2padham,dhanush,kanni,#REF!,0
moolam,chithirai 3 4 padham,dhanush,thualam,#REF!,0
moolam,swathi,dhanush,thualam,#REF!,0
moolam,visagam 1 2 3 padham,dhanush,thualam,#REF!,1
moolam,visagam 4 padham,dhanush,viruchagam,#REF!,1
moolam,anusam,dhanush,viruchagam,#REF!,0
moolam,kettai,dhanush,viruchagam,#REF!,0
moolam,moolam,dhanush,dhanush,#REF!,0
moolam,pooradam,dhanush,dhanush,#REF!,0
moolam,uthiradam 1 padham,dhanush,dhanush,#REF!,0
moolam,uthiradam 2 3 4 padham,dhanush,magaram,#REF!,0
moolam,thiruvonam,dhanush,magaram,#REF!,0
moolam,avitam 1 2 padham,dhanush,magaram,#REF!,0
moolam,avitam 3 4 padam,dhanush,kumbam,#REF!,0
moolam,sathayam,dhanush,kumbam,#REF!,0
moolam,pooratadhi 1 2 3 padham,dhanush,kumbam,#REF!,0
moolam,pooratadhi 4 padham,dhanush,meenam,#REF!,0
moolam,uthiraithadhi,dhanush,meenam,#REF!,1
moolam,revathi,dhanush,meenam,#REF!,0
pooradam,aswini,dhanush,mesam,#REF!,1
pooradam,bharani,dhanush,mesam,#REF!,0
pooradam,karthigai 1 padham,dhanush,mesam,#REF!,0
pooradam,karthigai 2 3 4 padham,dhanush,rishabam,#REF!,0
pooradam,rohini,dhanush,rishabam,#REF!,0
pooradam,mirugasirisham 1 2 padham,dhanush,rishabam,#REF!,1
pooradam,mirugasirisham 3 4 padham,dhanush,mithunam,#REF!,1
pooradam,thiruvadhirai,dhanush,mithunam,#REF!,0
pooradam,poonarpusham 1 2 3 padham,dhanush,mithunam,#REF!,1
pooradam,poonarpusham 4 padham,dhanush,kadagam,#REF!,1
pooradam,poosam,dhanush,kadagam,#REF!,0
pooradam,ayilyam,dhanush,kadagam,#REF!,1
pooradam,magam,dhanush,simmam,#REF!,1
pooradam,pooram,dhanush,simmam,#REF!,0
pooradam,uthiram 1 padham,dhanush,simmam,#REF!,1
pooradam,uthiram 2 3 4 padham,dhanush,kanni,#REF!,1
pooradam,astham,dhanush,kanni,#REF!,0
pooradam,chithirai 1 2padham,dhanush,kanni,#REF!,1
pooradam,chithirai 3 4 padham,dhanush,thualam,#REF!,1
pooradam,swathi,dhanush,thualam,#REF!,0
pooradam,visagam 1 2 3 padham,dhanush,thualam,#REF!,1
pooradam,visagam 4 padham,dhanush,viruchagam,#REF!,1
pooradam,anusam,dhanush,viruchagam,#REF!,0
pooradam,kettai,dhanush,viruchagam,#REF!,1
pooradam,moolam,dhanush,dhanush,#REF!,0
pooradam,pooradam,dhanush,dhanush,#REF!,0
pooradam,uthiradam 1 padham,dhanush,dhanush,#REF!,1
pooradam,uthiradam 2 3 4 padham,dhanush,magaram,#REF!,0
pooradam,thiruvonam,dhanush,magaram,#REF!,0
pooradam,avitam 1 2 padham,dhanush,magaram,#REF!,1
pooradam,avitam 3 4 padam,dhanush,kumbam,#REF!,1
pooradam,sathayam,dhanush,kumbam,#REF!,0
pooradam,pooratadhi 1 2 3 padham,dhanush,kumbam,#REF!,0
pooradam,pooratadhi 4 padham,dhanush,meenam,#REF!,1
pooradam,uthiraithadhi,dhanush,meenam,#REF!,0
pooradam,revathi,dhanush,meenam,#REF!,1
uthiradam 1 padham,aswini,dhanush,mesam,#REF!,1
uthiradam 1 padham,bharani,dhanush,mesam,#REF!,1
uthiradam 1 padham,karthigai 1 padham,dhanush,mesam,#REF!,0
uthiradam 1 padham,karthigai 2 3 4 padham,dhanush,rishabam,#REF!,0
uthiradam 1 padham,rohini,dhanush,rishabam,#REF!,0
uthiradam 1 padham,mirugasirisham 1 2 padham,dhanush,rishabam,#REF!,0
uthiradam 1 padham,mirugasirisham 3 4 padham,dhanush,mithunam,#REF!,0
uthiradam 1 padham,thiruvadhirai,dhanush,mithunam,#REF!,1
uthiradam 1 padham,poonarpusham 1 2 3 padham,dhanush,mithunam,#REF!,0
uthiradam 1 padham,poonarpusham 4 padham,dhanush,kadagam,#REF!,0
uthiradam 1 padham,poosam,dhanush,kadagam,#REF!,1
uthiradam 1 padham,ayilyam,dhanush,kadagam,#REF!,1
uthiradam 1 padham,magam,dhanush,simmam,#REF!,1
uthiradam 1 padham,pooram,dhanush,simmam,#REF!,1
uthiradam 1 padham,uthiram 1 padham,dhanush,simmam,#REF!,0
uthiradam 1 padham,uthiram 2 3 4 padham,dhanush,kanni,#REF!,0
uthiradam 1 padham,astham,dhanush,kanni,#REF!,1
uthiradam 1 padham,chithirai 1 2padham,dhanush,kanni,#REF!,0
uthiradam 1 padham,chithirai 3 4 padham,dhanush,thualam,#REF!,0
uthiradam 1 padham,swathi,dhanush,thualam,#REF!,1
uthiradam 1 padham,visagam 1 2 3 padham,dhanush,thualam,#REF!,0
uthiradam 1 padham,visagam 4 padham,dhanush,viruchagam,#REF!,0
uthiradam 1 padham,anusam,dhanush,viruchagam,#REF!,1
uthiradam 1 padham,kettai,dhanush,viruchagam,#REF!,1
uthiradam 1 padham,moolam,dhanush,dhanush,#REF!,1
uthiradam 1 padham,pooradam,dhanush,dhanush,#REF!,1
uthiradam 1 padham,uthiradam 1 padham,dhanush,dhanush,#REF!,0
uthiradam 1 padham,uthiradam 2 3 4 padham,dhanush,magaram,#REF!,0
uthiradam 1 padham,thiruvonam,dhanush,magaram,#REF!,0
uthiradam 1 padham,avitam 1 2 padham,dhanush,magaram,#REF!,0
uthiradam 1 padham,avitam 3 4 padam,dhanush,kumbam,#REF!,0
uthiradam 1 padham,sathayam,dhanush,kumbam,#REF!,1
uthiradam 1 padham,pooratadhi 1 2 3 padham,dhanush,kumbam,#REF!,0
uthiradam 1 padham,pooratadhi 4 padham,dhanush,meenam,#REF!,0
uthiradam 1 padham,uthiraithadhi,dhanush,meenam,#REF!,1
uthiradam 1 padham,revathi,dhanush,meenam,#REF!,1
uthiradam 2 3 4 padham,aswini,magaram,mesam,#REF!,0
uthiradam 2 3 4 padham,bharani,magaram,mesam,#REF!,0
uthiradam 2 3 4 padham,karthigai 1 padham,magaram,mesam,#REF!,0
uthiradam 2 3 4 padham,karthigai 2 3 4 padham,magaram,rishabam,#REF!,0
uthiradam 2 3 4 padham,rohini,magaram,rishabam,#REF!,1
uthiradam 2 3 4 padham,mirugasirisham 1 2 padham,magaram,rishabam,#REF!,0
uthiradam 2 3 4 padham,mirugasirisham 3 4 padham,magaram,mithunam,#REF!,0
uthiradam 2 3 4 padham,thiruvadhirai,magaram,mithunam,#REF!,1
uthiradam 2 3 4 padham,poonarpusham 1 2 3 padham,magaram,mithunam,#REF!,0
uthiradam 2 3 4 padham,poonarpusham 4 padham,magaram,kadagam,#REF!,0
uthiradam 2 3 4 padham,poosam,magaram,kadagam,#REF!,1
uthiradam 2 3 4 padham,ayilyam,magaram,kadagam,#REF!,1
uthiradam 2 3 4 padham,magam,magaram,simmam,#REF!,0
uthiradam 2 3 4 padham,pooram,magaram,simmam,#REF!,0
uthiradam 2 3 4 padham,uthiram 1 padham,magaram,simmam,#REF!,0
uthiradam 2 3 4 padham,uthiram 2 3 4 padham,magaram,kanni,#REF!,0
uthiradam 2 3 4 padham,astham,magaram,kanni,#REF!,1
uthiradam 2 3 4 padham,chithirai 1 2padham,magaram,kanni,#REF!,0
uthiradam 2 3 4 padham,chithirai 3 4 padham,magaram,thualam,#REF!,0
uthiradam 2 3 4 padham,swathi,magaram,thualam,#REF!,1
uthiradam 2 3 4 padham,visagam 1 2 3 padham,magaram,thualam,#REF!,0
uthiradam 2 3 4 padham,visagam 4 padham,magaram,viruchagam,#REF!,0
uthiradam 2 3 4 padham,anusam,magaram,viruchagam,#REF!,1
uthiradam 2 3 4 padham,kettai,magaram,viruchagam,#REF!,1
uthiradam 2 3 4 padham,moolam,magaram,dhanush,#REF!,1
uthiradam 2 3 4 padham,pooradam,magaram,dhanush,#REF!,1
uthiradam 2 3 4 padham,uthiradam 1 padham,magaram,dhanush,#REF!,0
uthiradam 2 3 4 padham,uthiradam 2 3 4 padham,magaram,magaram,#REF!,0
uthiradam 2 3 4 padham,thiruvonam,magaram,magaram,#REF!,1
uthiradam 2 3 4 padham,avitam 1 2 padham,magaram,magaram,#REF!,0
uthiradam 2 3 4 padham,avitam 3 4 padam,magaram,kumbam,#REF!,0
uthiradam 2 3 4 padham,sathayam,magaram,kumbam,#REF!,1
uthiradam 2 3 4 padham,pooratadhi 1 2 3 padham,magaram,kumbam,#REF!,0
uthiradam 2 3 4 padham,pooratadhi 4 padham,magaram,meenam,#REF!,0
uthiradam 2 3 4 padham,uthiraithadhi,magaram,meenam,#REF!,0
uthiradam 2 3 4 padham,revathi,magaram,meenam,#REF!,0
thiruvonam,aswini,magaram,mesam,#REF!,0
thiruvonam,bharani,magaram,mesam,#REF!,0
thiruvonam,karthigai 1 padham,magaram,mesam,#REF!,0
thiruvonam,karthigai 2 3 4 padham,magaram,rishabam,#REF!,0
thiruvonam,rohini,magaram,rishabam,#REF!,0
thiruvonam,mirugasirisham 1 2 padham,magaram,rishabam,#REF!,1
thiruvonam,mirugasirisham 3 4 padham,magaram,mithunam,#REF!,1
thiruvonam,thiruvadhirai,magaram,mithunam,#REF!,0
thiruvonam,poonarpusham 1 2 3 padham,magaram,mithunam,#REF!,1
thiruvonam,poonarpusham 4 padham,magaram,kadagam,#REF!,1
thiruvonam,poosam,magaram,kadagam,#REF!,0
thiruvonam,ayilyam,magaram,kadagam,#REF!,1
thiruvonam,magam,magaram,simmam,#REF!,0
thiruvonam,pooram,magaram,simmam,#REF!,0
thiruvonam,uthiram 1 padham,magaram,simmam,#REF!,0
thiruvonam,uthiram 2 3 4 padham,magaram,kanni,#REF!,1
thiruvonam,astham,magaram,kanni,#REF!,0
thiruvonam,chithirai 1 2padham,magaram,kanni,#REF!,1
thiruvonam,chithirai 3 4 padham,magaram,thualam,#REF!,1
thiruvonam,swathi,magaram,thualam,#REF!,0
thiruvonam,visagam 1 2 3 padham,magaram,thualam,#REF!,1
thiruvonam,visagam 4 padham,magaram,viruchagam,#REF!,1
thiruvonam,anusam,magaram,viruchagam,#REF!,0
thiruvonam,kettai,magaram,viruchagam,#REF!,1
thiruvonam,moolam,magaram,dhanush,#REF!,1
thiruvonam,pooradam,magaram,dhanush,#REF!,1
thiruvonam,uthiradam 1 padham,magaram,dhanush,#REF!,1
thiruvonam,uthiradam 2 3 4 padham,magaram,magaram,#REF!,1
thiruvonam,thiruvonam,magaram,magaram,#REF!,0
thiruvonam,avitam 1 2 padham,magaram,magaram,#REF!,1
thiruvonam,avitam 3 4 padam,magaram,kumbam,#REF!,1
thiruvonam,sathayam,magaram,kumbam,#REF!,0
thiruvonam,pooratadhi 1 2 3 padham,magaram,kumbam,#REF!,1
thiruvonam,pooratadhi 4 padham,magaram,meenam,#REF!,1
thiruvonam,uthiraithadhi,magaram,meenam,#REF!,0
thiruvonam,revathi,magaram,meenam,#REF!,0
avitam 1 2 padham,aswini,magaram,mesam,#REF!,0
avitam 1 2 padham,bharani,magaram,mesam,#REF!,0
avitam 1 2 padham,karthigai 1 padham,magaram,mesam,#REF!,0
avitam 1 2 padham,karthigai 2 3 4 padham,magaram,rishabam,#REF!,0
avitam 1 2 padham,rohini,magaram,rishabam,#REF!,0
avitam 1 2 padham,mirugasirisham 1 2 padham,magaram,rishabam,#REF!,0
avitam 1 2 padham,mirugasirisham 3 4 padham,magaram,mithunam,#REF!,0
avitam 1 2 padham,thiruvadhirai,magaram,mithunam,#REF!,0
avitam 1 2 padham,poonarpusham 1 2 3 padham,magaram,mithunam,#REF!,0
avitam 1 2 padham,poonarpusham 4 padham,magaram,kadagam,#REF!,0
avitam 1 2 padham,poosam,magaram,kadagam,#REF!,1
avitam 1 2 padham,ayilyam,magaram,kadagam,#REF!,0
avitam 1 2 padham,magam,magaram,simmam,#REF!,0
avitam 1 2 padham,pooram,magaram,simmam,#REF!,0
avitam 1 2 padham,uthiram 1 padham,magaram,simmam,#REF!,0
avitam 1 2 padham,uthiram 2 3 4 padham,magaram,kanni,#REF!,1
avitam 1 2 padham,astham,magaram,kanni,#REF!,1
avitam 1 2 padham,chithirai 1 2padham,magaram,kanni,#REF!,0
avitam 1 2 padham,chithirai 3 4 padham,magaram,thualam,#REF!,0
avitam 1 2 padham,swathi,magaram,thualam,#REF!,1
avitam 1 2 padham,visagam 1 2 3 padham,magaram,thualam,#REF!,1
avitam 1 2 padham,visagam 4 padham,magaram,viruchagam,#REF!,1
avitam 1 2 padham,anusam,magaram,viruchagam,#REF!,1
avitam 1 2 padham,kettai,magaram,viruchagam,#REF!,0
avitam 1 2 padham,moolam,magaram,dhanush,#REF!,1
avitam 1 2 padham,pooradam,magaram,dhanush,#REF!,1
avitam 1 2 padham,uthiradam 1 padham,magaram,dhanush,#REF!,1
avitam 1 2 padham,uthiradam 2 3 4 padham,magaram,magaram,#REF!,1
avitam 1 2 padham,thiruvonam,magaram,magaram,#REF!,1
avitam 1 2 padham,avitam 1 2 padham,magaram,magaram,#REF!,0
avitam 1 2 padham,avitam 3 4 padam,magaram,kumbam,#REF!,0
avitam 1 2 padham,sathayam,magaram,kumbam,#REF!,1
avitam 1 2 padham,pooratadhi 1 2 3 padham,magaram,kumbam,#REF!,0
avitam 1 2 padham,pooratadhi 4 padham,magaram,meenam,#REF!,0
avitam 1 2 padham,uthiraithadhi,magaram,meenam,#REF!,0
avitam 1 2 padham,revathi,magaram,meenam,#REF!,0
avitam 3 4 padam,aswini,kumbam,mesam,#REF!,0
avitam 3 4 padam,bharani,kumbam,mesam,#REF!,0
avitam 3 4 padam,karthigai 1 padham,kumbam,mesam,#REF!,0
avitam 3 4 padam,karthigai 2 3 4 padham,kumbam,rishabam,#REF!,1
avitam 3 4 padam,rohini,kumbam,rishabam,#REF!,0
avitam 3 4 padam,mirugasirisham 1 2 padham,kumbam,rishabam,#REF!,0
avitam 3 4 padam,mirugasirisham 3 4 padham,kumbam,mithunam,#REF!,0
avitam 3 4 padam,thiruvadhirai,kumbam,mithunam,#REF!,0
avitam 3 4 padam,poonarpusham 1 2 3 padham,kumbam,mithunam,#REF!,0
avitam 3 4 padam,poonarpusham 4 padham,kumbam,kadagam,#REF!,0
avitam 3 4 padam,poosam,kumbam,kadagam,#REF!,0
avitam 3 4 padam,ayilyam,kumbam,kadagam,#REF!,0
avitam 3 4 padam,magam,kumbam,simmam,#REF!,1
avitam 3 4 padam,pooram,kumbam,simmam,#REF!,0
avitam 3 4 padam,uthiram 1 padham,kumbam,simmam,#REF!,0
avitam 3 4 padam,uthiram 2 3 4 padham,kumbam,kanni,#REF!,0
avitam 3 4 padam,astham,kumbam,kanni,#REF!,0
avitam 3 4 padam,chithirai 1 2padham,kumbam,kanni,#REF!,0
avitam 3 4 padam,chithirai 3 4 padham,kumbam,thualam,#REF!,0
avitam 3 4 padam,swathi,kumbam,thualam,#REF!,1
avitam 3 4 padam,visagam 1 2 3 padham,kumbam,thualam,#REF!,1
avitam 3 4 padam,visagam 4 padham,kumbam,viruchagam,#REF!,0
avitam 3 4 padam,anusam,kumbam,viruchagam,#REF!,1
avitam 3 4 padam,kettai,kumbam,viruchagam,#REF!,0
avitam 3 4 padam,moolam,kumbam,dhanush,#REF!,1
avitam 3 4 padam,pooradam,kumbam,dhanush,#REF!,0
avitam 3 4 padam,uthiradam 1 padham,kumbam,dhanush,#REF!,1
avitam 3 4 padam,uthiradam 2 3 4 padham,kumbam,magaram,#REF!,1
avitam 3 4 padam,thiruvonam,kumbam,magaram,#REF!,1
avitam 3 4 padam,avitam 1 2 padham,kumbam,magaram,#REF!,0
avitam 3 4 padam,avitam 3 4 padam,kumbam,kumbam,#REF!,0
avitam 3 4 padam,sathayam,kumbam,kumbam,#REF!,1
avitam 3 4 padam,pooratadhi 1 2 3 padham,kumbam,kumbam,#REF!,0
avitam 3 4 padam,pooratadhi 4 padham,kumbam,meenam,#REF!,0
avitam 3 4 padam,uthiraithadhi,kumbam,meenam,#REF!,1
avitam 3 4 padam,revathi,kumbam,meenam,#REF!,0
sathayam,aswini,kumbam,mesam,#REF!,0
sathayam,bharani,kumbam,mesam,#REF!,0
sathayam,karthigai 1 padham,kumbam,mesam,#REF!,0
sathayam,karthigai 2 3 4 padham,kumbam,rishabam,#REF!,0
sathayam,rohini,kumbam,rishabam,#REF!,0
sathayam,mirugasirisham 1 2 padham,kumbam,rishabam,#REF!,0
sathayam,mirugasirisham 3 4 padham,kumbam,mithunam,#REF!,0
sathayam,thiruvadhirai,kumbam,mithunam,#REF!,0
sathayam,poonarpusham 1 2 3 padham,kumbam,mithunam,#REF!,0
sathayam,poonarpusham 4 padham,kumbam,kadagam,#REF!,0
sathayam,poosam,kumbam,kadagam,#REF!,0
sathayam,ayilyam,kumbam,kadagam,#REF!,1
sathayam,magam,kumbam,simmam,#REF!,0
sathayam,pooram,kumbam,simmam,#REF!,0
sathayam,uthiram 1 padham,kumbam,simmam,#REF!,0
sathayam,uthiram 2 3 4 padham,kumbam,kanni,#REF!,0
sathayam,astham,kumbam,kanni,#REF!,0
sathayam,chithirai 1 2padham,kumbam,kanni,#REF!,1
sathayam,chithirai 3 4 padham,kumbam,thualam,#REF!,1
sathayam,swathi,kumbam,thualam,#REF!,0
sathayam,visagam 1 2 3 padham,kumbam,thualam,#REF!,1
sathayam,visagam 4 padham,kumbam,viruchagam,#REF!,1
sathayam,anusam,kumbam,viruchagam,#REF!,0
sathayam,kettai,kumbam,viruchagam,#REF!,1
sathayam,moolam,kumbam,dhanush,#REF!,1
sathayam,pooradam,kumbam,dhanush,#REF!,1
sathayam,uthiradam 1 padham,kumbam,dhanush,#REF!,1
sathayam,uthiradam 2 3 4 padham,kumbam,magaram,#REF!,1
sathayam,thiruvonam,kumbam,magaram,#REF!,0
sathayam,avitam 1 2 padham,kumbam,magaram,#REF!,1
sathayam,avitam 3 4 padam,kumbam,kumbam,#REF!,1
sathayam,sathayam,kumbam,kumbam,#REF!,0
sathayam,pooratadhi 1 2 3 padham,kumbam,kumbam,#REF!,0
sathayam,pooratadhi 4 padham,kumbam,meenam,#REF!,0
sathayam,uthiraithadhi,kumbam,meenam,#REF!,0
sathayam,revathi,kumbam,meenam,#REF!,1
pooratadhi 1 2 3 padham,aswini,kumbam,mesam,#REF!,0
pooratadhi 1 2 3 padham,bharani,kumbam,mesam,#REF!,0
pooratadhi 1 2 3 padham,karthigai 1 padham,kumbam,mesam,#REF!,0
pooratadhi 1 2 3 padham,karthigai 2 3 4 padham,kumbam,rishabam,#REF!,0
pooratadhi 1 2 3 padham,rohini,kumbam,rishabam,#REF!,0
pooratadhi 1 2 3 padham,mirugasirisham 1 2 padham,kumbam,rishabam,#REF!,1
pooratadhi 1 2 3 padham,mirugasirisham 3 4 padham,kumbam,mithunam,#REF!,1
pooratadhi 1 2 3 padham,thiruvadhirai,kumbam,mithunam,#REF!,1
pooratadhi 1 2 3 padham,poonarpusham 1 2 3 padham,kumbam,mithunam,#REF!,0
pooratadhi 1 2 3 padham,poonarpusham 4 padham,kumbam,kadagam,#REF!,0
pooratadhi 1 2 3 padham,poosam,kumbam,kadagam,#REF!,0
pooratadhi 1 2 3 padham,ayilyam,kumbam,kadagam,#REF!,0
pooratadhi 1 2 3 padham,magam,kumbam,simmam,#REF!,1
pooratadhi 1 2 3 padham,pooram,kumbam,simmam,#REF!,0
pooratadhi 1 2 3 padham,uthiram 1 padham,kumbam,simmam,#REF!,0
pooratadhi 1 2 3 padham,uthiram 2 3 4 padham,kumbam,kanni,#REF!,0
pooratadhi 1 2 3 padham,astham,kumbam,kanni,#REF!,1
pooratadhi 1 2 3 padham,chithirai 1 2padham,kumbam,kanni,#REF!,1
pooratadhi 1 2 3 padham,chithirai 3 4 padham,kumbam,thualam,#REF!,1
pooratadhi 1 2 3 padham,swathi,kumbam,thualam,#REF!,1
pooratadhi 1 2 3 padham,visagam 1 2 3 padham,kumbam,thualam,#REF!,0
pooratadhi 1 2 3 padham,visagam 4 padham,kumbam,viruchagam,#REF!,0
pooratadhi 1 2 3 padham,anusam,kumbam,viruchagam,#REF!,1
pooratadhi 1 2 3 padham,kettai,kumbam,viruchagam,#REF!,0
pooratadhi 1 2 3 padham,moolam,kumbam,dhanush,#REF!,1
pooratadhi 1 2 3 padham,pooradam,kumbam,dhanush,#REF!,1
pooratadhi 1 2 3 padham,uthiradam 1 padham,kumbam,dhanush,#REF!,0
pooratadhi 1 2 3 padham,uthiradam 2 3 4 padham,kumbam,magaram,#REF!,0
pooratadhi 1 2 3 padham,thiruvonam,kumbam,magaram,#REF!,1
pooratadhi 1 2 3 padham,avitam 1 2 padham,kumbam,magaram,#REF!,1
pooratadhi 1 2 3 padham,avitam 3 4 padam,kumbam,kumbam,#REF!,1
pooratadhi 1 2 3 padham,sathayam,kumbam,kumbam,#REF!,1
pooratadhi 1 2 3 padham,pooratadhi 1 2 3 padham,kumbam,kumbam,#REF!,0
pooratadhi 1 2 3 padham,pooratadhi 4 padham,kumbam,meenam,#REF!,0
pooratadhi 1 2 3 padham,uthiraithadhi,kumbam,meenam,#REF!,1
pooratadhi 1 2 3 padham,revathi,kumbam,meenam,#REF!,0
pooratadhi 4 padham,aswini,meenam,mesam,#REF!,1
pooratadhi 4 padham,bharani,meenam,mesam,#REF!,0
pooratadhi 4 padham,karthigai 1 padham,meenam,mesam,#REF!,0
pooratadhi 4 padham,karthigai 2 3 4 padham,meenam,rishabam,#REF!,0
pooratadhi 4 padham,rohini,meenam,rishabam,#REF!,0
pooratadhi 4 padham,mirugasirisham 1 2 padham,meenam,rishabam,#REF!,0
pooratadhi 4 padham,mirugasirisham 3 4 padham,meenam,mithunam,#REF!,0
pooratadhi 4 padham,thiruvadhirai,meenam,mithunam,#REF!,0
pooratadhi 4 padham,poonarpusham 1 2 3 padham,meenam,mithunam,#REF!,0
pooratadhi 4 padham,poonarpusham 4 padham,meenam,kadagam,#REF!,0
pooratadhi 4 padham,poosam,meenam,kadagam,#REF!,1
pooratadhi 4 padham,ayilyam,meenam,kadagam,#REF!,0
pooratadhi 4 padham,magam,meenam,simmam,#REF!,1
pooratadhi 4 padham,pooram,meenam,simmam,#REF!,0
pooratadhi 4 padham,uthiram 1 padham,meenam,simmam,#REF!,0
pooratadhi 4 padham,uthiram 2 3 4 padham,meenam,kanni,#REF!,0
pooratadhi 4 padham,astham,meenam,kanni,#REF!,1
pooratadhi 4 padham,chithirai 1 2padham,meenam,kanni,#REF!,1
pooratadhi 4 padham,chithirai 3 4 padham,meenam,thualam,#REF!,0
pooratadhi 4 padham,swathi,meenam,thualam,#REF!,0
pooratadhi 4 padham,visagam 1 2 3 padham,meenam,thualam,#REF!,0
pooratadhi 4 padham,visagam 4 padham,meenam,viruchagam,#REF!,0
pooratadhi 4 padham,anusam,meenam,viruchagam,#REF!,1
pooratadhi 4 padham,kettai,meenam,viruchagam,#REF!,1
pooratadhi 4 padham,moolam,meenam,dhanush,#REF!,1
pooratadhi 4 padham,pooradam,meenam,dhanush,#REF!,1
pooratadhi 4 padham,uthiradam 1 padham,meenam,dhanush,#REF!,0
pooratadhi 4 padham,uthiradam 2 3 4 padham,meenam,magaram,#REF!,0
pooratadhi 4 padham,thiruvonam,meenam,magaram,#REF!,1
pooratadhi 4 padham,avitam 1 2 padham,meenam,magaram,#REF!,1
pooratadhi 4 padham,avitam 3 4 padam,meenam,kumbam,#REF!,1
pooratadhi 4 padham,sathayam,meenam,kumbam,#REF!,1
pooratadhi 4 padham,pooratadhi 1 2 3 padham,meenam,kumbam,#REF!,0
pooratadhi 4 padham,pooratadhi 4 padham,meenam,meenam,#REF!,0
pooratadhi 4 padham,uthiraithadhi,meenam,meenam,#REF!,1
pooratadhi 4 padham,revathi,meenam,meenam,#REF!,0
uthiraithadhi,aswini,meenam,mesam,#REF!,0
uthiraithadhi,bharani,meenam,mesam,#REF!,0
uthiraithadhi,karthigai 1 padham,meenam,mesam,#REF!,0
uthiraithadhi,karthigai 2 3 4 padham,meenam,rishabam,#REF!,0
uthiraithadhi,rohini,meenam,rishabam,#REF!,0
uthiraithadhi,mirugasirisham 1 2 padham,meenam,rishabam,#REF!,0
uthiraithadhi,mirugasirisham 3 4 padham,meenam,mithunam,#REF!,0
uthiraithadhi,thiruvadhirai,meenam,mithunam,#REF!,0
uthiraithadhi,poonarpusham 1 2 3 padham,meenam,mithunam,#REF!,0
uthiraithadhi,poonarpusham 4 padham,meenam,kadagam,#REF!,1
uthiraithadhi,poosam,meenam,kadagam,#REF!,0
uthiraithadhi,ayilyam,meenam,kadagam,#REF!,1
uthiraithadhi,magam,meenam,simmam,#REF!,0
uthiraithadhi,pooram,meenam,simmam,#REF!,0
uthiraithadhi,uthiram 1 padham,meenam,simmam,#REF!,0
uthiraithadhi,uthiram 2 3 4 padham,meenam,kanni,#REF!,0
uthiraithadhi,astham,meenam,kanni,#REF!,1
uthiraithadhi,chithirai 1 2padham,meenam,kanni,#REF!,0
uthiraithadhi,chithirai 3 4 padham,meenam,thualam,#REF!,0
uthiraithadhi,swathi,meenam,thualam,#REF!,0
uthiraithadhi,visagam 1 2 3 padham,meenam,thualam,#REF!,0
uthiraithadhi,visagam 4 padham,meenam,viruchagam,#REF!,1
uthiraithadhi,anusam,meenam,viruchagam,#REF!,0
uthiraithadhi,kettai,meenam,viruchagam,#REF!,1
uthiraithadhi,moolam,meenam,dhanush,#REF!,1
uthiraithadhi,pooradam,meenam,dhanush,#REF!,0
uthiraithadhi,uthiradam 1 padham,meenam,dhanush,#REF!,1
uthiraithadhi,uthiradam 2 3 4 padham,meenam,magaram,#REF!,1
uthiraithadhi,thiruvonam,meenam,magaram,#REF!,1
uthiraithadhi,avitam 1 2 padham,meenam,magaram,#REF!,1
uthiraithadhi,avitam 3 4 padam,meenam,kumbam,#REF!,1
uthiraithadhi,sathayam,meenam,kumbam,#REF!,1
