femalestar,malestar,femalerasi,malerasi,thinam porutham,kanam porutham,magendhiram porutham,sthirthirgam porutham,yoni porutham,Rasi porutham,rasi adhipathi porutham,vasiyam porutham,raji porutham,vedhai porutham,motha_porutham,target,inputs
thiruvonam,thiruvadhirai,magaram,mithunam,0,0,0,0,0,0,0,0,0,0,0,0,b
thiruvonam,poonarpusham 1 2 3 padham,magaram,mithunam,1,1,1,1,1,0,1,0,1,1,8,1,123457910
thiruvonam,poonarpusham 4 padham,magaram,kadagam,1,1,1,1,1,1,0,0,1,1,8,1,123456910
thiruvonam,poosam,magaram,kadagam,0,1,0,1,0,1,0,0,1,1,5,0,246910
thiruvonam,ayilyam,magaram,kadagam,1,1,0,1,1,1,0,0,1,1,7,1,12456910
thiruvonam,magam,magaram,simmam,0,1,1,1,1,0,0,0,1,1,6,1,2345910
thiruvonam,pooram,magaram,simmam,1,1,0,1,1,0,0,0,1,1,6,1,1245910
thiruvonam,uthiram 1 padham,magaram,simmam,1,1,0,1,1,0,0,0,1,1,6,1,1245910
thiruvonam,uthiram 2 3 4 padham,magaram,kanni,1,1,0,1,1,1,1,0,1,1,8,1,124567910
thiruvonam,astham,magaram,kanni,0,0,0,0,0,0,0,0,0,0,0,0,b
thiruvonam,chithirai 1 2padham,magaram,kanni,1,1,0,1,1,1,1,0,1,1,8,1,124567910
thiruvonam,chithirai 3 4 padham,magaram,thualam,1,1,0,1,1,1,1,0,1,1,8,1,124567910
thiruvonam,swathi,magaram,thualam,0,0,0,0,0,0,0,0,0,0,0,0,b
thiruvonam,visagam 1 2 3 padham,magaram,thualam,1,1,1,1,1,1,1,0,1,1,9,1,1234567910
thiruvonam,visagam 4 padham,magaram,viruchagam,1,1,1,1,1,1,0,0,1,1,8,1,123456910
thiruvonam,anusam,magaram,viruchagam,0,1,0,1,1,1,0,0,1,1,6,1,2456910
thiruvonam,kettai,magaram,viruchagam,1,1,0,1,1,1,0,0,1,1,7,1,12456910
thiruvonam,moolam,magaram,dhanush,0,1,1,1,1,1,1,0,1,1,8,1,234567910
thiruvonam,pooradam,magaram,dhanush,1,1,0,1,1,1,1,0,1,1,8,1,124567910
thiruvonam,uthiradam 1 padham,magaram,dhanush,1,1,0,1,1,1,1,0,1,1,8,1,124567910
thiruvonam,uthiradam 2 3 4 padham,magaram,magaram,1,1,0,1,1,1,1,0,1,1,8,1,124567910
thiruvonam,thiruvonam,magaram,magaram,0,1,1,0,1,1,1,0,0,1,6,1,2356710
thiruvonam,avitam 1 2 padham,magaram,magaram,1,1,0,0,1,1,1,0,1,1,7,1,12567910
thiruvonam,avitam 3 4 padam,magaram,kumbam,1,1,0,0,1,0,1,1,1,1,7,1,12578910
thiruvonam,sathayam,magaram,kumbam,0,0,0,0,0,0,0,0,0,0,0,0,b
thiruvonam,pooratadhi 1 2 3 padham,magaram,kumbam,1,1,1,0,1,1,1,1,1,1,9,1,1235678910
thiruvonam,pooratadhi 4 padham,magaram,meenam,1,1,1,0,1,0,1,0,1,1,7,1,12357910
thiruvonam,uthiraithadhi,magaram,meenam,0,1,0,0,1,0,1,0,1,1,5,0,257910
thiruvonam,revathi,magaram,meenam,1,1,0,0,1,0,1,0,1,1,6,1,1257910
avitam 1 2 padham,aswini,magaram,mesam,1,0,0,0,1,0,0,0,1,1,4,0,15910
avitam 1 2 padham,bharani,magaram,mesam,0,0,1,0,0,0,0,0,1,1,3,0,3910
avitam 1 2 padham,karthigai 1 padham,magaram,mesam,1,1,0,1,1,0,0,0,1,1,6,1,1245910
avitam 1 2 padham,karthigai 2 3 4 padham,magaram,rishabam,1,1,0,1,1,0,0,0,1,1,6,1,1245910
avitam 1 2 padham,rohini,magaram,rishabam,1,0,0,1,1,0,1,0,1,1,6,1,1457910
avitam 1 2 padham,mirugasirisham 1 2 padham,magaram,rishabam,0,0,0,0,0,0,0,0,0,0,0,0,b
avitam 1 2 padham,mirugasirisham 3 4 padham,magaram,mithunam,0,0,0,0,0,0,0,0,0,0,0,0,b
avitam 1 2 padham,thiruvadhirai,magaram,mithunam,1,0,0,1,1,0,1,0,1,1,6,1,1457910
avitam 1 2 padham,poonarpusham 1 2 3 padham,magaram,mithunam,0,0,0,1,1,0,1,0,1,1,5,0,457910
avitam 1 2 padham,poonarpusham 4 padham,magaram,kadagam,0,0,0,1,1,1,0,0,1,1,5,0,456910
avitam 1 2 padham,poosam,magaram,kadagam,1,0,1,1,1,1,0,0,1,1,7,1,13456910
avitam 1 2 padham,ayilyam,magaram,kadagam,0,1,0,1,1,1,0,0,1,1,6,1,2456910
avitam 1 2 padham,magam,magaram,simmam,1,1,0,1,1,0,0,0,1,1,6,1,1245910
avitam 1 2 padham,pooram,magaram,simmam,0,0,1,1,1,0,0,0,1,1,5,0,345910
avitam 1 2 padham,uthiram 1 padham,magaram,simmam,1,0,0,1,1,0,0,0,1,1,5,0,145910
avitam 1 2 padham,uthiram 2 3 4 padham,magaram,kanni,1,1,0,1,1,1,1,0,1,1,8,1,124567910
avitam 1 2 padham,astham,magaram,kanni,1,0,0,1,1,1,1,0,1,1,7,1,14567910
avitam 1 2 padham,chithirai 1 2padham,magaram,kanni,0,0,0,0,0,0,0,0,0,0,0,0,b
avitam 1 2 padham,chithirai 3 4 padham,magaram,thualam,0,0,0,0,0,0,0,0,0,0,0,0,b
avitam 1 2 padham,swathi,magaram,thualam,1,0,0,1,1,1,1,0,1,1,7,1,14567910
avitam 1 2 padham,visagam 1 2 3 padham,magaram,thualam,0,1,0,1,1,1,1,0,1,1,7,1,24567910
avitam 1 2 padham,visagam 4 padham,magaram,viruchagam,0,1,0,1,1,1,1,0,1,1,7,1,24567910
avitam 1 2 padham,anusam,magaram,viruchagam,1,0,1,1,1,1,0,0,1,1,7,1,13456910
avitam 1 2 padham,kettai,magaram,viruchagam,0,1,0,1,1,1,0,0,1,1,6,1,2456910
avitam 1 2 padham,moolam,magaram,dhanush,1,1,0,1,1,1,1,0,1,1,8,1,124567910
avitam 1 2 padham,pooradam,magaram,dhanush,0,0,1,1,1,1,1,0,1,1,7,1,34567910
avitam 1 2 padham,uthiradam 1 padham,magaram,dhanush,1,0,0,1,1,1,1,0,1,1,7,1,14567910
avitam 1 2 padham,uthiradam 2 3 4 padham,magaram,magaram,1,1,0,1,1,1,1,0,1,1,8,1,124567910
avitam 1 2 padham,thiruvonam,magaram,magaram,1,0,0,1,1,1,1,0,1,1,7,1,14567910
avitam 1 2 padham,avitam 1 2 padham,magaram,magaram,0,0,0,0,0,0,0,0,0,0,0,0,b
avitam 1 2 padham,avitam 3 4 padam,magaram,kumbam,0,0,0,0,0,0,0,0,0,0,0,0,b
avitam 1 2 padham,sathayam,magaram,kumbam,1,1,0,0,1,0,1,1,1,1,7,1,12578910
avitam 1 2 padham,pooratadhi 1 2 3 padham,magaram,kumbam,0,0,0,0,1,0,1,1,1,1,5,0,578910
avitam 1 2 padham,pooratadhi 4 padham,magaram,meenam,0,0,0,0,1,0,1,0,1,1,4,0,57910
avitam 1 2 padham,uthiraithadhi,magaram,meenam,1,0,1,0,1,0,1,0,1,1,6,1,1357910
avitam 1 2 padham,revathi,magaram,meenam,0,0,0,0,0,0,1,0,1,1,3,0,7910
avitam 3 4 padam,aswini,kumbam,mesam,1,0,0,0,1,0,0,0,1,1,4,0,15910
avitam 3 4 padam,bharani,kumbam,mesam,0,0,1,0,0,0,0,0,1,1,3,0,3910
avitam 3 4 padam,karthigai 1 padham,kumbam,mesam,1,1,0,1,1,0,0,0,1,1,6,1,1245910
avitam 3 4 padam,karthigai 2 3 4 padham,kumbam,rishabam,1,1,0,1,1,0,1,0,1,1,7,1,12457910
avitam 3 4 padam,rohini,kumbam,rishabam,1,0,0,1,1,0,1,0,1,1,6,1,1457910
avitam 3 4 padam,mirugasirisham 1 2 padham,kumbam,rishabam,0,0,0,0,0,0,0,0,0,0,0,0,b
avitam 3 4 padam,mirugasirisham 3 4 padham,kumbam,mithunam,0,0,0,0,0,0,0,0,0,0,0,0,b
avitam 3 4 padam,thiruvadhirai,kumbam,mithunam,1,0,0,1,1,0,1,0,1,1,6,1,1457910
avitam 3 4 padam,poonarpusham 1 2 3 padham,kumbam,mithunam,0,0,0,1,1,0,1,0,1,1,5,0,457910
avitam 3 4 padam,poonarpusham 4 padham,kumbam,kadagam,0,0,0,1,1,0,0,0,1,1,4,0,45910
avitam 3 4 padam,poosam,kumbam,kadagam,1,0,1,1,1,0,0,0,1,1,6,1,1345910
avitam 3 4 padam,ayilyam,kumbam,kadagam,0,1,0,1,1,0,0,0,1,1,5,0,245910
avitam 3 4 padam,magam,kumbam,simmam,1,1,0,1,1,1,0,0,1,1,7,1,12456910
avitam 3 4 padam,pooram,kumbam,simmam,0,0,1,1,1,1,0,0,1,1,6,1,3456910
avitam 3 4 padam,uthiram 1 padham,kumbam,simmam,1,0,0,1,1,1,0,0,1,1,6,1,1456910
avitam 3 4 padam,uthiram 2 3 4 padham,kumbam,kanni,1,0,0,1,1,0,1,0,1,1,6,1,1457910
avitam 3 4 padam,astham,kumbam,kanni,1,0,0,1,1,0,1,0,1,1,6,1,1457910
avitam 3 4 padam,chithirai 1 2padham,kumbam,kanni,0,0,0,0,0,0,0,0,0,0,0,0,b
avitam 3 4 padam,chithirai 3 4 padham,kumbam,thualam,0,0,0,0,0,0,0,0,0,0,0,0,b
avitam 3 4 padam,swathi,kumbam,thualam,1,0,0,1,1,1,1,0,1,1,7,1,14567910
avitam 3 4 padam,visagam 1 2 3 padham,kumbam,thualam,0,1,0,1,1,1,1,0,1,1,7,1,24567910
avitam 3 4 padam,visagam 4 padham,kumbam,viruchagam,0,1,0,1,1,1,0,0,1,1,6,1,2456910
avitam 3 4 padam,anusam,kumbam,viruchagam,1,0,1,1,1,1,0,0,1,1,7,1,13456910
avitam 3 4 padam,kettai,kumbam,viruchagam,0,1,0,1,1,1,0,0,1,1,6,1,2456910
avitam 3 4 padam,moolam,kumbam,dhanush,1,1,0,1,1,1,1,0,1,1,8,1,124567910
avitam 3 4 padam,pooradam,kumbam,dhanush,0,0,1,1,1,0,1,0,1,1,6,1,3457910
avitam 3 4 padam,uthiradam 1 padham,kumbam,dhanush,1,0,0,1,1,1,1,0,1,1,7,1,14567910
avitam 3 4 padam,uthiradam 2 3 4 padham,kumbam,magaram,1,1,0,1,1,1,1,0,1,1,8,1,124567910
avitam 3 4 padam,thiruvonam,kumbam,magaram,1,0,0,1,1,1,1,0,1,1,7,1,14567910
avitam 3 4 padam,avitam 1 2 padham,kumbam,magaram,0,0,0,0,0,0,0,0,0,0,0,0,b
avitam 3 4 padam,avitam 3 4 padam,kumbam,kumbam,0,0,0,0,0,0,0,0,0,0,0,0,b
avitam 3 4 padam,sathayam,kumbam,kumbam,1,1,0,0,1,1,0,1,1,1,7,1,12568910
avitam 3 4 padam,pooratadhi 1 2 3 padham,kumbam,kumbam,0,0,0,0,1,1,1,0,1,1,5,0,567910
avitam 3 4 padam,pooratadhi 4 padham,kumbam,meenam,0,0,0,0,1,0,1,1,1,1,5,0,578910
avitam 3 4 padam,uthiraithadhi,kumbam,meenam,1,0,1,0,1,0,1,1,1,1,7,1,13578910
avitam 3 4 padam,revathi,kumbam,meenam,0,0,0,0,0,0,1,1,1,1,4,0,78910
sathayam,aswini,kumbam,mesam,0,0,0,0,1,0,0,0,1,1,3,0,5910
sathayam,bharani,kumbam,mesam,1,0,0,0,1,0,0,0,1,1,4,0,15910
sathayam,karthigai 1 padham,kumbam,mesam,0,1,1,0,1,0,0,0,1,1,5,0,235910
sathayam,karthigai 2 3 4 padham,kumbam,rishabam,0,1,1,0,1,0,1,0,1,1,6,1,2357910
sathayam,rohini,kumbam,rishabam,0,0,0,0,0,0,0,0,0,0,0,0,b
sathayam,mirugasirisham 1 2 padham,kumbam,rishabam,1,0,0,1,1,0,1,0,1,1,6,1,1457910
sathayam,mirugasirisham 3 4 padham,kumbam,mithunam,1,0,0,1,1,0,1,0,1,1,6,1,1457910
sathayam,thiruvadhirai,kumbam,mithunam,0,0,0,0,0,0,0,0,0,0,0,0,b
sathayam,poonarpusham 1 2 3 padham,kumbam,mithunam,1,0,0,1,1,0,1,0,1,1,6,1,1457910
sathayam,poonarpusham 4 padham,kumbam,kadagam,1,0,0,1,1,0,0,0,1,1,5,0,145910
sathayam,poosam,kumbam,kadagam,0,0,0,1,1,0,0,0,1,1,4,0,45910
sathayam,ayilyam,kumbam,kadagam,1,1,1,1,1,0,0,0,1,1,7,1,12345910
sathayam,magam,kumbam,simmam,0,1,0,1,1,1,0,0,1,1,6,1,2456910
sathayam,pooram,kumbam,simmam,1,0,0,1,1,1,0,0,1,1,6,1,1456910
sathayam,uthiram 1 padham,kumbam,simmam,0,0,1,1,1,1,0,0,1,1,6,1,3456910
sathayam,uthiram 2 3 4 padham,kumbam,kanni,0,0,1,1,1,0,1,0,1,1,6,1,3457910
sathayam,astham,kumbam,kanni,0,0,0,0,0,0,0,0,0,0,0,0,b
sathayam,chithirai 1 2padham,kumbam,kanni,1,1,0,1,1,1,1,0,1,1,8,1,124567910
sathayam,chithirai 3 4 padham,kumbam,thualam,1,1,0,1,1,1,1,0,1,1,8,1,124567910
sathayam,swathi,kumbam,thualam,0,0,0,0,0,0,0,0,0,0,0,0,b
sathayam,visagam 1 2 3 padham,kumbam,thualam,1,1,0,1,1,1,1,0,1,1,8,1,124567910
sathayam,visagam 4 padham,kumbam,viruchagam,1,1,0,1,1,1,0,0,1,1,7,1,12456910
sathayam,anusam,kumbam,viruchagam,0,0,0,1,1,1,0,0,1,1,5,0,456910
sathayam,kettai,kumbam,viruchagam,1,1,1,1,1,1,0,0,1,1,8,1,123456910
sathayam,moolam,kumbam,dhanush,0,1,0,1,1,1,1,0,1,1,7,1,24567910
sathayam,pooradam,kumbam,dhanush,1,0,0,1,1,1,1,0,1,1,7,1,14567910
sathayam,uthiradam 1 padham,kumbam,dhanush,0,0,1,1,1,1,1,0,1,1,7,1,34567910
sathayam,uthiradam 2 3 4 padham,kumbam,magaram,0,0,1,1,1,1,1,0,1,1,7,1,34567910
sathayam,thiruvonam,kumbam,magaram,0,0,0,0,0,0,0,0,0,0,0,0,b
sathayam,avitam 1 2 padham,kumbam,magaram,1,1,0,1,1,1,1,0,1,1,8,1,124567910
sathayam,avitam 3 4 padam,kumbam,kumbam,1,1,0,1,1,1,1,0,1,1,8,1,124567910
sathayam,sathayam,kumbam,kumbam,0,0,0,0,0,0,0,0,0,0,0,0,b
sathayam,pooratadhi 1 2 3 padham,kumbam,kumbam,1,0,0,0,1,1,1,0,1,1,6,1,1567910
sathayam,pooratadhi 4 padham,kumbam,meenam,1,0,0,0,1,0,1,1,1,1,6,1,1578910
sathayam,uthiraithadhi,kumbam,meenam,0,0,0,0,1,0,1,1,1,1,5,0,578910
sathayam,revathi,kumbam,meenam,1,0,1,0,1,0,1,1,1,1,7,1,13578910
pooratadhi 1 2 3 padham,aswini,kumbam,mesam,1,1,1,0,1,0,0,0,1,1,6,1,1235910
pooratadhi 1 2 3 padham,bharani,kumbam,mesam,0,1,0,0,0,0,0,0,1,1,3,0,2910
pooratadhi 1 2 3 padham,karthigai 1 padham,kumbam,mesam,0,0,0,0,0,0,0,0,0,0,0,0,b
pooratadhi 1 2 3 padham,karthigai 2 3 4 padham,kumbam,rishabam,0,0,0,0,0,0,0,0,0,0,0,0,b
pooratadhi 1 2 3 padham,rohini,kumbam,rishabam,0,1,1,0,1,0,1,0,1,1,6,1,2357910
pooratadhi 1 2 3 padham,mirugasirisham 1 2 padham,kumbam,rishabam,1,1,0,1,1,0,1,0,1,1,7,1,12457910
pooratadhi 1 2 3 padham,mirugasirisham 3 4 padham,kumbam,mithunam,1,1,0,1,1,0,1,0,1,1,7,1,12457910
pooratadhi 1 2 3 padham,thiruvadhirai,kumbam,mithunam,1,1,0,1,1,0,1,0,1,1,7,1,12457910
pooratadhi 1 2 3 padham,poonarpusham 1 2 3 padham,kumbam,mithunam,0,0,0,0,0,0,0,0,0,0,0,0,b
pooratadhi 1 2 3 padham,poonarpusham 4 padham,kumbam,kadagam,0,0,0,0,0,0,0,0,0,0,0,0,b
pooratadhi 1 2 3 padham,poosam,kumbam,kadagam,1,1,0,1,1,0,0,0,1,1,6,1,1245910
pooratadhi 1 2 3 padham,ayilyam,kumbam,kadagam,0,1,0,1,1,0,0,0,1,1,5,0,245910
pooratadhi 1 2 3 padham,magam,kumbam,simmam,1,1,1,1,1,1,0,0,1,1,8,1,123456910
pooratadhi 1 2 3 padham,pooram,kumbam,simmam,0,1,0,1,1,1,0,0,1,1,6,1,2456910
pooratadhi 1 2 3 padham,uthiram 1 padham,kumbam,simmam,0,0,0,0,0,0,0,0,0,0,0,0,b
pooratadhi 1 2 3 padham,uthiram 2 3 4 padham,kumbam,kanni,0,0,0,0,0,0,0,0,0,0,0,0,b
pooratadhi 1 2 3 padham,astham,kumbam,kanni,0,1,1,1,1,0,1,0,1,1,7,1,23457910
pooratadhi 1 2 3 padham,chithirai 1 2padham,kumbam,kanni,1,1,0,1,1,0,1,0,1,1,7,1,12457910
pooratadhi 1 2 3 padham,chithirai 3 4 padham,kumbam,thualam,1,1,0,1,1,1,1,0,1,1,8,1,124567910
pooratadhi 1 2 3 padham,swathi,kumbam,thualam,1,1,0,1,1,1,1,0,1,1,8,1,124567910
pooratadhi 1 2 3 padham,visagam 1 2 3 padham,kumbam,thualam,0,0,0,0,0,0,0,0,0,0,0,0,b
pooratadhi 1 2 3 padham,visagam 4 padham,kumbam,viruchagam,0,0,0,0,0,0,0,0,0,0,0,0,b
pooratadhi 1 2 3 padham,anusam,kumbam,viruchagam,1,1,1,1,1,1,0,0,1,1,8,1,123456910
pooratadhi 1 2 3 padham,kettai,kumbam,viruchagam,0,1,0,1,1,1,0,0,1,1,6,1,2456910
pooratadhi 1 2 3 padham,moolam,kumbam,dhanush,1,1,1,1,1,1,1,0,1,1,9,1,1234567910
pooratadhi 1 2 3 padham,pooradam,kumbam,dhanush,0,1,0,1,1,1,1,0,1,1,7,1,24567910
pooratadhi 1 2 3 padham,uthiradam 1 padham,kumbam,dhanush,0,0,0,0,0,0,0,0,0,0,0,0,b
pooratadhi 1 2 3 padham,uthiradam 2 3 4 padham,kumbam,magaram,0,0,0,0,0,0,0,0,0,0,0,0,b
pooratadhi 1 2 3 padham,thiruvonam,kumbam,magaram,0,1,1,1,1,1,1,0,1,1,8,1,234567910
pooratadhi 1 2 3 padham,avitam 1 2 padham,kumbam,magaram,1,1,0,1,1,1,1,0,1,1,8,1,124567910
pooratadhi 1 2 3 padham,avitam 3 4 padam,kumbam,kumbam,0,1,0,1,1,1,1,0,1,1,7,1,24567910
pooratadhi 1 2 3 padham,sathayam,kumbam,kumbam,0,1,0,1,1,1,1,0,1,1,7,1,24567910
pooratadhi 1 2 3 padham,pooratadhi 1 2 3 padham,kumbam,kumbam,0,0,0,0,0,0,0,0,0,0,0,0,b
pooratadhi 1 2 3 padham,pooratadhi 4 padham,kumbam,meenam,0,0,0,0,0,0,0,0,0,0,0,0,b
pooratadhi 1 2 3 padham,uthiraithadhi,kumbam,meenam,1,1,0,0,1,0,1,1,1,1,7,1,12578910
pooratadhi 1 2 3 padham,revathi,kumbam,meenam,0,1,0,0,0,0,1,1,1,1,5,0,278910
pooratadhi 4 padham,aswini,meenam,mesam,1,1,1,0,1,0,1,0,1,1,7,1,12357910
pooratadhi 4 padham,bharani,meenam,mesam,0,1,0,0,0,0,1,0,1,1,4,0,27910
pooratadhi 4 padham,karthigai 1 padham,meenam,mesam,0,0,0,0,0,0,0,0,0,0,0,0,b
pooratadhi 4 padham,karthigai 2 3 4 padham,meenam,rishabam,0,0,0,0,0,0,0,0,0,0,0,0,b
pooratadhi 4 padham,rohini,meenam,rishabam,0,1,1,0,1,0,0,0,1,1,5,0,235910
pooratadhi 4 padham,mirugasirisham 1 2 padham,meenam,rishabam,1,1,0,1,1,0,0,0,1,1,6,1,1245910
pooratadhi 4 padham,mirugasirisham 3 4 padham,meenam,mithunam,1,1,0,1,1,0,0,0,1,1,6,1,1245910
pooratadhi 4 padham,thiruvadhirai,meenam,mithunam,1,1,0,1,1,0,0,0,1,1,6,1,1245910
pooratadhi 4 padham,poonarpusham 1 2 3 padham,meenam,mithunam,0,0,0,0,0,0,0,0,0,0,0,0,b
pooratadhi 4 padham,poonarpusham 4 padham,meenam,kadagam,0,0,0,0,0,0,0,0,0,0,0,0,b
pooratadhi 4 padham,poosam,meenam,kadagam,1,1,0,1,1,0,1,0,1,1,7,1,12457910
pooratadhi 4 padham,ayilyam,meenam,kadagam,0,1,0,1,1,0,1,0,1,1,6,1,2457910
pooratadhi 4 padham,magam,meenam,simmam,1,1,1,1,1,0,1,0,1,1,8,1,123457910
pooratadhi 4 padham,pooram,meenam,simmam,0,1,0,1,1,0,1,0,1,1,6,1,2457910
pooratadhi 4 padham,uthiram 1 padham,meenam,simmam,0,0,0,0,0,0,0,0,0,0,0,0,b
pooratadhi 4 padham,uthiram 2 3 4 padham,meenam,kanni,0,0,0,0,0,0,0,0,0,0,0,0,b
pooratadhi 4 padham,astham,meenam,kanni,0,1,1,1,1,1,0,0,1,1,7,1,23456910
pooratadhi 4 padham,chithirai 1 2padham,meenam,kanni,1,1,0,1,1,1,0,0,1,1,7,1,12456910
pooratadhi 4 padham,chithirai 3 4 padham,meenam,thualam,1,1,0,1,1,0,0,0,1,1,6,1,1245910
pooratadhi 4 padham,swathi,meenam,thualam,1,1,0,1,1,0,0,0,1,1,6,1,1245910
pooratadhi 4 padham,visagam 1 2 3 padham,meenam,thualam,0,0,0,0,0,0,0,0,0,0,0,0,b
pooratadhi 4 padham,visagam 4 padham,meenam,viruchagam,0,0,0,0,0,0,0,0,0,0,0,0,b
pooratadhi 4 padham,anusam,meenam,viruchagam,1,1,0,1,1,1,1,0,1,1,8,1,124567910
pooratadhi 4 padham,kettai,meenam,viruchagam,0,1,0,1,1,1,1,0,1,1,7,1,24567910
pooratadhi 4 padham,moolam,meenam,dhanush,1,1,1,1,1,1,1,0,1,1,9,1,1234567910
pooratadhi 4 padham,pooradam,meenam,dhanush,0,1,0,1,1,1,1,0,1,1,7,1,24567910
pooratadhi 4 padham,uthiradam 1 padham,meenam,dhanush,0,0,0,0,0,0,0,0,0,0,0,0,b
pooratadhi 4 padham,uthiradam 2 3 4 padham,meenam,magaram,0,0,0,0,0,0,0,0,0,0,0,0,b
pooratadhi 4 padham,thiruvonam,meenam,magaram,0,1,1,1,1,1,1,1,1,1,9,1,2345678910
pooratadhi 4 padham,avitam 1 2 padham,meenam,magaram,1,1,0,1,1,1,1,1,1,1,9,1,1245678910
pooratadhi 4 padham,avitam 3 4 padam,meenam,kumbam,1,1,0,1,1,1,1,0,1,1,8,1,124567910
pooratadhi 4 padham,sathayam,meenam,kumbam,1,1,0,1,1,1,1,0,1,1,8,1,124567910
pooratadhi 4 padham,pooratadhi 1 2 3 padham,meenam,kumbam,0,0,0,0,0,0,0,0,0,0,0,0,b
pooratadhi 4 padham,pooratadhi 4 padham,meenam,meenam,0,0,0,0,0,0,0,0,0,0,0,0,b
pooratadhi 4 padham,uthiraithadhi,meenam,meenam,1,1,0,0,1,1,1,0,1,1,7,1,12567910
pooratadhi 4 padham,revathi,meenam,meenam,0,1,0,0,0,1,1,0,1,1,5,0,267910
uthiraithadhi,aswini,meenam,mesam,0,1,0,0,1,0,1,0,1,1,5,0,257910
uthiraithadhi,bharani,meenam,mesam,0,0,0,0,0,0,0,0,0,0,0,0,b
uthiraithadhi,karthigai 1 padham,meenam,mesam,0,1,0,0,1,0,1,0,1,1,5,0,257910
uthiraithadhi,karthigai 2 3 4 padham,meenam,rishabam,0,1,0,0,1,0,0,0,1,1,4,0,25910
uthiraithadhi,rohini,meenam,rishabam,1,1,0,0,1,0,0,0,1,1,5,0,125910
uthiraithadhi,mirugasirisham 1 2 padham,meenam,rishabam,0,1,1,0,1,0,0,0,1,1,5,0,235910
uthiraithadhi,mirugasirisham 3 4 padham,meenam,mithunam,0,1,1,0,1,0,0,0,1,1,5,0,235910
uthiraithadhi,thiruvadhirai,meenam,mithunam,1,1,0,1,1,0,0,0,1,1,6,1,1245910
uthiraithadhi,poonarpusham 1 2 3 padham,meenam,mithunam,1,1,0,1,1,0,0,0,1,1,6,1,1245910
uthiraithadhi,poonarpusham 4 padham,meenam,kadagam,1,1,0,1,1,0,1,0,1,1,7,1,12457910
uthiraithadhi,poosam,meenam,kadagam,0,0,0,0,0,0,0,0,0,0,0,0,b
uthiraithadhi,ayilyam,meenam,kadagam,1,1,0,1,1,0,1,0,1,1,7,1,12457910
uthiraithadhi,magam,meenam,simmam,0,1,0,1,1,0,1,0,1,1,6,1,2457910
uthiraithadhi,pooram,meenam,simmam,0,0,0,0,0,0,0,0,0,0,0,0,b
uthiraithadhi,uthiram 1 padham,meenam,simmam,0,1,0,1,1,0,1,0,1,1,6,1,2457910
uthiraithadhi,uthiram 2 3 4 padham,meenam,kanni,0,1,0,1,1,1,0,0,1,1,6,1,2456910
uthiraithadhi,astham,meenam,kanni,1,1,0,1,1,1,0,0,1,1,7,1,12456910
uthiraithadhi,chithirai 1 2padham,meenam,kanni,0,1,1,1,0,1,0,0,1,1,6,1,2346910
uthiraithadhi,chithirai 3 4 padham,meenam,thualam,0,1,1,1,0,0,0,0,1,1,5,0,234910
uthiraithadhi,swathi,meenam,thualam,1,1,0,1,1,0,0,0,1,1,6,1,1245910
uthiraithadhi,visagam 1 2 3 padham,meenam,thualam,1,1,0,1,0,0,0,0,1,1,5,0,124910
uthiraithadhi,visagam 4 padham,meenam,viruchagam,1,1,0,1,0,1,1,0,1,1,7,1,12467910
uthiraithadhi,anusam,meenam,viruchagam,0,0,0,0,0,0,0,0,0,0,0,0,b
uthiraithadhi,kettai,meenam,viruchagam,1,1,0,1,1,1,1,0,1,1,8,1,124567910
uthiraithadhi,moolam,meenam,dhanush,0,1,0,1,1,1,1,0,1,1,7,1,24567910
uthiraithadhi,pooradam,meenam,dhanush,0,0,0,0,0,0,0,0,0,0,0,0,b
uthiraithadhi,uthiradam 1 padham,meenam,dhanush,0,1,0,1,1,1,1,0,1,1,7,1,24567910
uthiraithadhi,uthiradam 2 3 4 padham,meenam,magaram,0,1,0,1,1,1,1,1,1,1,8,1,245678910
uthiraithadhi,thiruvonam,meenam,magaram,1,1,0,1,1,1,1,1,1,1,9,1,1245678910
uthiraithadhi,avitam 1 2 padham,meenam,magaram,0,1,1,1,1,1,1,1,1,1,9,1,2345678910
uthiraithadhi,avitam 3 4 padam,meenam,kumbam,0,1,1,1,1,1,1,0,1,1,8,1,234567910
uthiraithadhi,sathayam,meenam,kumbam,1,1,0,1,1,1,1,0,1,1,8,1,124567910
uthiraithadhi,pooratadhi 1 2 3 padham,meenam,kumbam,1,1,0,1,1,1,1,0,1,1,8,1,124567910
uthiraithadhi,pooratadhi 4 padham,meenam,meenam,1,1,0,1,1,1,1,0,1,1,8,1,124567910
uthiraithadhi,uthiraithadhi,meenam,meenam,0,0,0,0,0,0,0,0,0,0,0,0,b
uthiraithadhi,revathi,meenam,meenam,1,1,0,0,1,1,1,0,1,1,7,1,12567910
revathi,aswini,meenam,mesam,0,0,0,0,0,0,0,0,0,0,0,0,b
revathi,bharani,meenam,mesam,0,1,0,0,1,0,1,0,1,1,5,0,257910
revathi,karthigai 1 padham,meenam,mesam,1,1,1,0,1,0,1,0,1,1,7,1,12357910
revathi,karthigai 2 3 4 padham,meenam,rishabam,1,1,1,0,1,0,0,0,1,1,6,1,1235910
revathi,rohini,meenam,rishabam,0,1,0,0,1,0,0,0,1,1,4,0,25910
revathi,mirugasirisham 1 2 padham,meenam,rishabam,1,1,0,0,1,0,0,0,1,1,5,0,125910
