femalestar,malestar,femalerasi,malerasi,thinam porutham,kanam porutham,magendhiram porutham,sthirthirgam porutham,yoni porutham,Rasi porutham,rasi adhipathi porutham,vasiyam porutham,raji porutham,vedhai porutham,motha_porutham,target,inputs
pooram,pooratadhi 4 padham,simmam,meenam,1,1,0,1,1,0,1,0,1,1,7,1,12457910
pooram,uthiraithadhi,simmam,meenam,0,0,0,0,0,0,0,0,0,0,0,0,b
pooram,revathi,simmam,meenam,1,1,0,1,1,0,1,0,1,1,7,1,12457910
uthiram 1 padham,aswini,simmam,mesam,1,1,0,1,1,1,1,0,1,1,8,1,124567910
uthiram 1 padham,bharani,simmam,mesam,1,1,0,1,1,1,1,0,1,1,8,1,124567910
uthiram 1 padham,karthigai 1 padham,simmam,mesam,0,0,0,0,0,0,0,0,0,0,0,0,b
uthiram 1 padham,karthigai 2 3 4 padham,simmam,rishabam,0,0,0,0,0,0,0,0,0,0,0,0,b
uthiram 1 padham,rohini,simmam,rishabam,1,1,0,1,1,1,0,0,1,1,7,1,12456910
uthiram 1 padham,mirugasirisham 1 2 padham,simmam,rishabam,0,1,0,1,1,1,0,0,1,1,6,1,2456910
uthiram 1 padham,mirugasirisham 3 4 padham,simmam,mithunam,0,1,0,1,1,1,1,0,1,1,7,1,24567910
uthiram 1 padham,thiruvadhirai,simmam,mithunam,1,1,1,1,1,1,1,0,1,1,9,1,1234567910
uthiram 1 padham,poonarpusham 1 2 3 padham,simmam,mithunam,0,0,0,0,0,0,0,0,0,0,0,0,b
uthiram 1 padham,poonarpusham 4 padham,simmam,kadagam,0,0,0,0,0,0,0,0,0,0,0,0,b
uthiram 1 padham,poosam,simmam,kadagam,1,1,0,1,1,1,1,0,1,1,8,1,124567910
uthiram 1 padham,ayilyam,simmam,kadagam,0,1,1,1,1,1,1,0,1,1,8,1,234567910
uthiram 1 padham,magam,simmam,simmam,1,1,0,1,1,1,1,0,1,1,8,1,124567910
uthiram 1 padham,pooram,simmam,simmam,1,1,0,1,1,1,1,0,1,1,8,1,124567910
uthiram 1 padham,uthiram 1 padham,simmam,simmam,0,1,1,0,1,1,1,0,0,1,6,1,2356710
uthiram 1 padham,uthiram 2 3 4 padham,simmam,kanni,0,1,1,0,1,0,1,0,0,1,5,0,235710
uthiram 1 padham,astham,simmam,kanni,1,1,0,0,1,0,1,0,1,1,6,1,1257910
uthiram 1 padham,chithirai 1 2padham,simmam,kanni,0,1,0,0,0,0,1,0,1,1,4,0,27910
uthiram 1 padham,chithirai 3 4 padham,simmam,thualam,0,1,0,0,0,0,0,0,1,1,3,0,2910
uthiram 1 padham,swathi,simmam,thualam,1,1,1,0,1,0,0,0,1,1,6,1,1235910
uthiram 1 padham,visagam 1 2 3 padham,simmam,thualam,0,0,0,0,0,0,0,0,0,0,0,0,b
uthiram 1 padham,visagam 4 padham,simmam,viruchagam,0,0,0,0,0,0,0,0,0,0,0,0,b
uthiram 1 padham,anusam,simmam,viruchagam,1,1,0,0,1,0,1,0,1,1,6,1,1257910
uthiram 1 padham,kettai,simmam,viruchagam,0,1,1,0,1,0,1,0,1,1,6,1,2357910
uthiram 1 padham,moolam,simmam,dhanush,1,1,0,1,1,0,1,0,1,1,7,1,12457910
uthiram 1 padham,pooradam,simmam,dhanush,1,1,0,1,1,0,0,0,1,1,6,1,1245910
uthiram 1 padham,uthiradam 1 padham,simmam,dhanush,0,0,0,0,0,0,0,0,0,0,0,0,b
uthiram 1 padham,uthiradam 2 3 4 padham,simmam,magaram,0,0,0,0,0,0,0,0,0,0,0,0,b
uthiram 1 padham,thiruvonam,simmam,magaram,1,1,0,1,1,0,0,1,1,1,7,1,12458910
uthiram 1 padham,avitam 1 2 padham,simmam,magaram,0,1,0,1,1,0,0,1,1,1,6,1,2458910
uthiram 1 padham,avitam 3 4 padam,simmam,kumbam,0,1,0,1,1,1,0,0,1,1,6,1,2456910
uthiram 1 padham,sathayam,simmam,kumbam,1,1,1,1,1,1,0,0,1,1,8,1,123456910
uthiram 1 padham,pooratadhi 1 2 3 padham,simmam,kumbam,0,0,0,0,0,0,0,0,0,0,0,0,b
uthiram 1 padham,pooratadhi 4 padham,simmam,meenam,0,0,0,0,0,0,0,0,0,0,0,0,b
uthiram 1 padham,uthiraithadhi,simmam,meenam,1,1,0,1,1,0,1,0,1,1,7,1,12457910
uthiram 1 padham,revathi,simmam,meenam,0,1,1,1,1,0,1,0,1,1,7,1,23457910
uthiram 2 3 4 padham,aswini,kanni,mesam,1,1,0,1,1,0,1,0,1,1,7,1,12457910
uthiram 2 3 4 padham,bharani,kanni,mesam,1,1,0,1,1,0,1,0,1,1,7,1,12457910
uthiram 2 3 4 padham,karthigai 1 padham,kanni,mesam,0,0,0,0,0,0,0,0,0,0,0,0,b
uthiram 2 3 4 padham,karthigai 2 3 4 padham,kanni,rishabam,0,0,0,0,0,0,0,0,0,0,0,0,b
uthiram 2 3 4 padham,rohini,kanni,rishabam,1,1,0,1,1,1,1,1,1,1,9,1,1245678910
uthiram 2 3 4 padham,mirugasirisham 1 2 padham,kanni,rishabam,0,1,0,1,1,1,1,1,1,1,8,1,245678910
uthiram 2 3 4 padham,mirugasirisham 3 4 padham,kanni,mithunam,0,1,0,1,1,1,1,1,1,1,8,1,245678910
uthiram 2 3 4 padham,thiruvadhirai,kanni,mithunam,1,1,1,1,1,1,1,1,1,1,10,1,12345678910
uthiram 2 3 4 padham,poonarpusham 1 2 3 padham,kanni,mithunam,0,0,0,0,0,0,0,0,0,0,0,0,b
uthiram 2 3 4 padham,poonarpusham 4 padham,kanni,kadagam,0,0,0,0,0,0,0,0,0,0,0,0,b
uthiram 2 3 4 padham,poosam,kanni,kadagam,1,1,0,1,1,1,0,0,1,1,7,1,12456910
uthiram 2 3 4 padham,ayilyam,kanni,kadagam,0,1,1,1,1,1,0,0,1,1,7,1,23456910
uthiram 2 3 4 padham,magam,kanni,simmam,1,1,0,1,1,1,1,0,1,1,8,1,124567910
uthiram 2 3 4 padham,pooram,kanni,simmam,1,1,0,1,1,1,1,0,1,1,8,1,124567910
uthiram 2 3 4 padham,uthiram 1 padham,kanni,simmam,0,1,1,0,1,1,1,0,0,1,6,1,2356710
uthiram 2 3 4 padham,uthiram 2 3 4 padham,kanni,kanni,0,1,1,0,1,1,1,0,0,1,6,1,2356710
uthiram 2 3 4 padham,astham,kanni,kanni,1,1,0,0,1,1,1,0,1,1,7,1,12567910
uthiram 2 3 4 padham,chithirai 1 2padham,kanni,kanni,0,1,0,0,1,1,1,0,1,1,6,1,2567910
uthiram 2 3 4 padham,chithirai 3 4 padham,kanni,thualam,0,1,0,0,0,0,1,0,1,1,4,0,27910
uthiram 2 3 4 padham,swathi,kanni,thualam,1,1,1,0,1,0,1,0,1,1,7,1,12357910
uthiram 2 3 4 padham,visagam 1 2 3 padham,kanni,thualam,0,0,0,0,0,0,0,0,0,0,0,0,b
uthiram 2 3 4 padham,visagam 4 padham,kanni,viruchagam,0,0,0,0,0,0,0,0,0,0,0,0,b
uthiram 2 3 4 padham,anusam,kanni,viruchagam,1,1,0,0,1,0,1,0,1,1,6,1,1257910
uthiram 2 3 4 padham,kettai,kanni,viruchagam,0,1,1,0,1,0,1,0,1,1,6,1,2357910
uthiram 2 3 4 padham,moolam,kanni,dhanush,1,1,0,1,1,0,1,0,1,1,7,1,12457910
uthiram 2 3 4 padham,pooradam,kanni,dhanush,1,1,0,1,1,0,1,0,1,1,7,1,12457910
uthiram 2 3 4 padham,uthiradam 1 padham,kanni,dhanush,0,0,0,0,0,0,0,0,0,0,0,0,b
uthiram 2 3 4 padham,uthiradam 2 3 4 padham,kanni,magaram,0,0,0,0,0,0,0,0,0,0,0,0,b
uthiram 2 3 4 padham,thiruvonam,kanni,magaram,1,1,0,1,1,0,1,0,1,1,7,1,12457910
uthiram 2 3 4 padham,avitam 1 2 padham,kanni,magaram,0,1,0,1,1,0,1,0,1,1,6,1,2457910
uthiram 2 3 4 padham,avitam 3 4 padam,kanni,kumbam,0,1,0,1,1,0,0,0,1,1,5,0,245910
uthiram 2 3 4 padham,sathayam,kanni,kumbam,1,1,1,1,1,0,1,0,1,1,8,1,123457910
uthiram 2 3 4 padham,pooratadhi 1 2 3 padham,kanni,kumbam,0,0,0,0,0,0,0,0,0,0,0,0,b
uthiram 2 3 4 padham,pooratadhi 4 padham,kanni,meenam,0,0,0,0,0,0,0,0,0,0,0,0,b
uthiram 2 3 4 padham,uthiraithadhi,kanni,meenam,1,1,0,1,1,1,1,1,1,1,9,1,1245678910
uthiram 2 3 4 padham,revathi,kanni,meenam,0,1,1,1,1,1,1,1,1,1,9,1,2345678910
astham,aswini,kanni,mesam,0,1,1,1,0,0,1,0,1,1,6,1,2347910
astham,bharani,kanni,mesam,1,1,0,1,1,0,1,0,1,1,7,1,12457910
astham,karthigai 1 padham,kanni,mesam,1,1,0,1,1,0,1,0,1,1,7,1,12457910
astham,karthigai 2 3 4 padham,kanni,rishabam,1,1,0,1,1,1,1,1,1,1,9,1,1245678910
astham,rohini,kanni,rishabam,0,0,0,0,0,0,0,0,0,0,0,0,b
astham,mirugasirisham 1 2 padham,kanni,rishabam,1,1,0,1,1,1,1,1,1,1,9,1,1245678910
astham,mirugasirisham 3 4 padham,kanni,mithunam,1,1,0,1,1,1,1,0,1,1,8,1,124567910
astham,thiruvadhirai,kanni,mithunam,0,0,0,0,0,0,0,0,0,0,0,0,b
astham,poonarpusham 1 2 3 padham,kanni,mithunam,1,1,1,1,1,1,1,1,1,1,10,1,12345678910
astham,poonarpusham 4 padham,kanni,kadagam,1,1,1,1,1,1,0,0,1,1,8,1,123456910
astham,poosam,kanni,kadagam,0,1,0,1,1,1,0,0,1,1,6,1,2456910
astham,ayilyam,kanni,kadagam,1,1,0,1,1,1,0,0,1,1,7,1,12456910
astham,magam,kanni,simmam,0,1,1,1,1,1,1,0,1,1,8,1,234567910
astham,pooram,kanni,simmam,1,1,0,1,1,1,1,0,1,1,8,1,124567910
astham,uthiram 1 padham,kanni,simmam,1,1,0,1,1,1,1,0,1,1,8,1,124567910
astham,uthiram 2 3 4 padham,kanni,kanni,1,1,0,1,1,1,1,0,1,1,8,1,124567910
astham,astham,kanni,kanni,0,1,1,0,1,1,1,0,0,1,6,1,2356710
astham,chithirai 1 2padham,kanni,kanni,1,1,0,0,1,1,1,0,1,1,7,1,12567910
astham,chithirai 3 4 padham,kanni,thualam,1,1,0,0,1,0,1,0,1,1,6,1,1257910
astham,swathi,kanni,thualam,0,0,0,0,0,0,0,0,0,0,0,0,b
astham,visagam 1 2 3 padham,kanni,thualam,1,1,1,0,1,0,1,0,1,1,7,1,12357910
astham,visagam 4 padham,kanni,viruchagam,1,1,1,0,1,0,1,0,1,1,7,1,12357910
astham,anusam,kanni,viruchagam,0,1,0,0,1,0,1,0,1,1,5,0,257910
astham,kettai,kanni,viruchagam,1,1,0,0,1,0,1,0,1,1,6,1,1257910
astham,moolam,kanni,dhanush,0,0,1,0,1,0,1,0,1,1,5,0,357910
astham,pooradam,kanni,dhanush,1,1,0,1,1,0,1,0,1,1,7,1,12457910
astham,uthiradam 1 padham,kanni,dhanush,1,1,0,1,1,0,1,0,1,1,7,1,12457910
astham,uthiradam 2 3 4 padham,kanni,magaram,1,1,0,1,1,0,1,0,1,1,7,1,12457910
astham,thiruvonam,kanni,magaram,0,0,0,0,0,0,0,0,0,0,0,0,b
astham,avitam 1 2 padham,kanni,magaram,1,1,0,1,1,0,1,0,1,1,7,1,12457910
astham,avitam 3 4 padam,kanni,kumbam,1,1,0,1,1,0,0,0,1,1,6,1,1245910
astham,sathayam,kanni,kumbam,0,0,0,0,0,0,0,0,0,0,0,0,b
astham,pooratadhi 1 2 3 padham,kanni,kumbam,1,1,1,1,1,0,1,0,1,1,8,1,123457910
astham,pooratadhi 4 padham,kanni,meenam,1,1,1,1,1,1,1,1,1,1,10,1,12345678910
astham,uthiraithadhi,kanni,meenam,0,1,0,1,1,1,1,1,1,1,8,1,245678910
astham,revathi,kanni,meenam,1,1,0,1,1,1,1,1,1,1,9,1,1245678910
chithirai 1 2padham,aswini,kanni,mesam,1,0,0,1,1,0,1,0,1,1,6,1,1457910
chithirai 1 2padham,bharani,kanni,mesam,0,0,1,1,1,0,1,0,1,1,6,1,3457910
chithirai 1 2padham,karthigai 1 padham,kanni,mesam,1,1,0,1,0,0,1,0,1,1,6,1,1247910
chithirai 1 2padham,karthigai 2 3 4 padham,kanni,rishabam,1,1,0,1,1,1,1,1,1,1,9,1,1245678910
chithirai 1 2padham,rohini,kanni,rishabam,1,0,0,1,1,1,1,1,1,1,8,1,145678910
chithirai 1 2padham,mirugasirisham 1 2 padham,kanni,rishabam,0,0,0,0,0,0,0,0,0,0,0,0,b
chithirai 1 2padham,mirugasirisham 3 4 padham,kanni,mithunam,0,0,0,0,0,0,0,0,0,0,0,0,b
chithirai 1 2padham,thiruvadhirai,kanni,mithunam,1,0,0,1,1,1,1,1,1,1,8,1,145678910
chithirai 1 2padham,poonarpusham 1 2 3 padham,kanni,mithunam,0,0,0,1,1,1,1,0,1,1,6,1,4567910
chithirai 1 2padham,poonarpusham 4 padham,kanni,kadagam,0,0,0,1,1,1,0,0,1,1,5,0,456910
chithirai 1 2padham,poosam,kanni,kadagam,1,0,1,1,1,1,0,0,1,1,7,1,13456910
chithirai 1 2padham,ayilyam,kanni,kadagam,0,1,0,1,1,1,0,0,1,1,6,1,2456910
chithirai 1 2padham,magam,kanni,simmam,1,1,0,1,1,1,1,0,1,1,8,1,124567910
chithirai 1 2padham,pooram,kanni,simmam,0,0,1,1,1,1,1,0,1,1,7,1,34567910
chithirai 1 2padham,uthiram 1 padham,kanni,simmam,1,0,0,1,0,1,1,0,1,1,6,1,1467910
chithirai 1 2padham,uthiram 2 3 4 padham,kanni,kanni,1,0,0,1,0,1,1,0,1,1,6,1,1467910
chithirai 1 2padham,astham,kanni,kanni,1,0,0,1,1,1,1,0,1,1,7,1,14567910
chithirai 1 2padham,chithirai 1 2padham,kanni,kanni,0,0,0,0,0,0,0,0,0,0,0,0,b
chithirai 1 2padham,chithirai 3 4 padham,kanni,thualam,0,0,0,0,0,0,0,0,0,0,0,0,b
chithirai 1 2padham,swathi,kanni,thualam,1,0,0,0,1,0,1,0,1,1,5,0,157910
chithirai 1 2padham,visagam 1 2 3 padham,kanni,thualam,0,1,0,0,1,0,1,0,1,1,5,0,257910
chithirai 1 2padham,visagam 4 padham,kanni,viruchagam,0,1,0,0,1,0,1,0,1,1,5,0,257910
chithirai 1 2padham,anusam,kanni,viruchagam,1,0,1,0,1,0,1,0,1,1,6,1,1357910
chithirai 1 2padham,kettai,kanni,viruchagam,0,1,0,0,1,0,1,0,1,1,5,0,257910
chithirai 1 2padham,moolam,kanni,dhanush,1,1,0,0,1,0,1,0,1,1,6,1,1257910
chithirai 1 2padham,pooradam,kanni,dhanush,0,0,1,0,1,0,1,0,1,1,5,0,357910
chithirai 1 2padham,uthiradam 1 padham,kanni,dhanush,1,0,0,1,0,0,1,0,1,1,5,0,147910
chithirai 1 2padham,uthiradam 2 3 4 padham,kanni,magaram,1,0,0,1,0,0,1,0,1,1,5,0,147910
chithirai 1 2padham,thiruvonam,kanni,magaram,1,0,0,1,1,0,1,0,1,1,6,1,1457910
chithirai 1 2padham,avitam 1 2 padham,kanni,magaram,0,0,0,0,0,0,0,0,0,0,0,0,b
chithirai 1 2padham,avitam 3 4 padam,kanni,kumbam,0,0,0,0,0,0,0,0,0,0,0,0,b
chithirai 1 2padham,sathayam,kanni,kumbam,1,1,0,1,1,0,1,0,1,1,7,1,12457910
chithirai 1 2padham,pooratadhi 1 2 3 padham,kanni,kumbam,0,0,0,1,1,0,1,0,1,1,5,0,457910
chithirai 1 2padham,pooratadhi 4 padham,kanni,meenam,0,0,0,1,1,1,1,1,1,1,7,1,45678910
chithirai 1 2padham,uthiraithadhi,kanni,meenam,1,0,1,1,0,1,1,1,1,1,8,1,134678910
chithirai 1 2padham,revathi,kanni,meenam,1,0,0,1,1,1,1,1,1,1,8,1,145678910
chithirai 3 4 padham,aswini,thualam,mesam,1,0,0,1,1,1,1,0,1,1,7,1,14567910
chithirai 3 4 padham,bharani,thualam,mesam,0,0,1,1,1,1,1,0,1,1,7,1,34567910
chithirai 3 4 padham,karthigai 1 padham,thualam,mesam,1,1,0,1,1,1,1,0,1,1,8,1,124567910
chithirai 3 4 padham,karthigai 2 3 4 padham,thualam,rishabam,1,1,0,1,1,0,1,0,1,1,7,1,12457910
chithirai 3 4 padham,rohini,thualam,rishabam,1,0,0,1,1,0,1,0,1,1,6,1,1457910
chithirai 3 4 padham,mirugasirisham 1 2 padham,thualam,rishabam,0,0,0,0,0,0,0,0,0,0,0,0,b
chithirai 3 4 padham,mirugasirisham 3 4 padham,thualam,mithunam,0,0,0,0,0,0,0,0,0,0,0,0,b
chithirai 3 4 padham,thiruvadhirai,thualam,mithunam,1,0,0,1,1,1,1,0,1,1,7,1,14567910
chithirai 3 4 padham,poonarpusham 1 2 3 padham,thualam,mithunam,0,0,0,1,1,1,1,0,1,1,6,1,4567910
chithirai 3 4 padham,poonarpusham 4 padham,thualam,kadagam,0,0,0,1,1,1,0,0,1,1,5,0,456910
chithirai 3 4 padham,poosam,thualam,kadagam,1,0,1,1,1,1,0,0,1,1,7,1,13456910
chithirai 3 4 padham,ayilyam,thualam,kadagam,0,1,0,1,1,1,0,0,1,1,6,1,2456910
chithirai 3 4 padham,magam,thualam,simmam,1,1,0,1,1,1,0,0,1,1,7,1,12456910
chithirai 3 4 padham,pooram,thualam,simmam,0,0,1,1,1,1,0,0,1,1,6,1,3456910
chithirai 3 4 padham,uthiram 1 padham,thualam,simmam,1,0,0,1,0,1,0,0,1,1,5,0,146910
chithirai 3 4 padham,uthiram 2 3 4 padham,thualam,kanni,1,0,0,1,0,1,1,0,1,1,6,1,1467910
chithirai 3 4 padham,astham,thualam,kanni,1,0,0,1,1,1,1,0,1,1,7,1,14567910
chithirai 3 4 padham,chithirai 1 2padham,thualam,kanni,0,0,0,0,0,0,0,0,0,0,0,0,b
chithirai 3 4 padham,chithirai 3 4 padham,thualam,thualam,0,0,0,0,0,0,0,0,0,0,0,0,b
chithirai 3 4 padham,swathi,thualam,thualam,1,0,0,0,1,1,1,0,1,1,6,1,1567910
chithirai 3 4 padham,visagam 1 2 3 padham,thualam,thualam,0,1,0,0,1,1,1,0,1,1,6,1,2567910
chithirai 3 4 padham,visagam 4 padham,thualam,viruchagam,0,1,0,0,1,0,1,0,1,1,5,0,257910
chithirai 3 4 padham,anusam,thualam,viruchagam,1,0,1,0,1,0,1,0,1,1,6,1,1357910
chithirai 3 4 padham,kettai,thualam,viruchagam,0,1,0,0,1,0,1,0,1,1,5,0,257910
chithirai 3 4 padham,moolam,thualam,dhanush,1,1,0,0,1,0,1,0,1,1,6,1,1257910
chithirai 3 4 padham,pooradam,thualam,dhanush,0,0,1,0,1,0,1,0,1,1,5,0,357910
chithirai 3 4 padham,uthiradam 1 padham,thualam,dhanush,1,0,0,1,0,0,1,0,1,1,5,0,147910
chithirai 3 4 padham,uthiradam 2 3 4 padham,thualam,magaram,1,0,0,1,0,0,1,1,1,1,6,1,1478910
chithirai 3 4 padham,thiruvonam,thualam,magaram,1,0,0,1,1,0,1,1,1,1,7,1,14578910
chithirai 3 4 padham,avitam 1 2 padham,thualam,magaram,0,0,0,0,0,0,0,0,0,0,0,0,b
chithirai 3 4 padham,avitam 3 4 padam,thualam,kumbam,0,0,0,0,0,0,0,0,0,0,0,0,b
chithirai 3 4 padham,sathayam,thualam,kumbam,1,1,0,1,1,0,1,0,1,1,7,1,12457910
chithirai 3 4 padham,pooratadhi 1 2 3 padham,thualam,kumbam,0,0,0,1,1,0,1,0,1,1,5,0,457910
chithirai 3 4 padham,pooratadhi 4 padham,thualam,meenam,0,0,0,1,1,0,1,0,1,1,5,0,457910
chithirai 3 4 padham,uthiraithadhi,thualam,meenam,0,0,0,1,1,0,1,0,1,1,5,0,457910
chithirai 3 4 padham,revathi,thualam,meenam,0,0,0,1,1,0,1,0,1,1,5,0,457910
swathi,aswini,thualam,mesam,0,1,0,1,0,1,1,0,1,1,6,1,2467910
swathi,bharani,thualam,mesam,1,1,0,1,1,1,1,0,1,1,8,1,124567910
swathi,karthigai 1 padham,thualam,mesam,0,1,0,1,1,1,1,0,1,1,7,1,24567910
swathi,karthigai 2 3 4 padham,thualam,rishabam,0,1,0,1,1,0,1,0,1,1,6,1,2457910
swathi,rohini,thualam,rishabam,0,0,0,0,0,0,0,0,0,0,0,0,b
swathi,mirugasirisham 1 2 padham,thualam,rishabam,1,1,0,1,1,0,1,0,1,1,7,1,12457910
swathi,mirugasirisham 3 4 padham,thualam,mithunam,1,1,0,1,1,1,1,0,1,1,8,1,124567910
swathi,thiruvadhirai,thualam,mithunam,0,0,0,0,0,0,0,0,0,0,0,0,b
swathi,poonarpusham 1 2 3 padham,thualam,mithunam,1,1,0,1,1,1,1,0,1,1,8,1,124567910
swathi,poonarpusham 4 padham,thualam,kadagam,1,1,0,1,1,1,0,0,1,1,7,1,12456910
swathi,poosam,thualam,kadagam,0,1,0,1,1,1,0,0,1,1,6,1,2456910
swathi,ayilyam,thualam,kadagam,1,1,1,1,1,1,0,0,1,1,8,1,123456910
swathi,magam,thualam,simmam,0,1,0,1,1,1,0,0,1,1,6,1,2456910
swathi,pooram,thualam,simmam,1,1,0,1,1,1,0,0,1,1,7,1,12456910
swathi,uthiram 1 padham,thualam,simmam,0,1,1,1,1,1,0,0,1,1,7,1,23456910
swathi,uthiram 2 3 4 padham,thualam,kanni,0,1,1,1,1,1,0,0,1,1,7,1,23456910
swathi,astham,thualam,kanni,0,0,0,0,0,0,0,0,0,0,0,0,b
swathi,chithirai 1 2padham,thualam,kanni,1,1,0,1,1,1,1,0,1,1,8,1,124567910
swathi,chithirai 3 4 padham,thualam,thualam,1,1,0,1,1,1,1,0,1,1,8,1,124567910
swathi,swathi,thualam,thualam,0,0,0,0,0,0,0,0,0,0,0,0,b
swathi,visagam 1 2 3 padham,thualam,thualam,1,1,0,0,1,1,1,0,1,1,7,1,12567910
swathi,visagam 4 padham,thualam,viruchagam,1,1,0,0,1,0,1,0,1,1,6,1,1257910
swathi,anusam,thualam,viruchagam,0,1,0,0,1,0,1,0,1,1,5,0,257910
swathi,kettai,thualam,viruchagam,1,1,1,0,1,0,1,0,1,1,7,1,12357910
swathi,moolam,thualam,dhanush,0,1,0,0,1,0,1,0,1,1,5,0,257910
swathi,pooradam,thualam,dhanush,1,1,0,0,1,0,1,0,1,1,6,1,1257910
swathi,uthiradam 1 padham,thualam,dhanush,0,1,1,0,1,0,1,0,1,1,6,1,2357910
swathi,uthiradam 2 3 4 padham,thualam,magaram,0,1,1,0,1,0,1,1,1,1,7,1,23578910
swathi,thiruvonam,thualam,magaram,0,0,0,0,0,0,0,0,0,0,0,0,b
swathi,avitam 1 2 padham,thualam,magaram,1,1,0,1,1,0,1,1,1,1,8,1,124578910
swathi,avitam 3 4 padam,thualam,kumbam,1,1,0,1,1,0,1,0,1,1,7,1,12457910
swathi,sathayam,thualam,kumbam,0,0,0,0,0,0,0,0,0,0,0,0,b
swathi,pooratadhi 1 2 3 padham,thualam,kumbam,1,1,0,1,1,0,1,0,1,1,7,1,12457910
swathi,pooratadhi 4 padham,thualam,meenam,1,1,0,1,1,0,1,0,1,1,7,1,12457910
swathi,uthiraithadhi,thualam,meenam,0,1,0,1,1,0,1,0,1,1,6,1,2457910
swathi,revathi,thualam,meenam,1,1,1,1,1,0,1,0,1,1,8,1,123457910
visagam 1 2 3 padham,aswini,thualam,mesam,1,0,1,1,1,1,1,0,1,1,8,1,134567910
visagam 1 2 3 padham,bharani,thualam,mesam,0,0,0,1,1,1,1,0,1,1,6,1,4567910
visagam 1 2 3 padham,karthigai 1 padham,thualam,mesam,0,0,0,0,0,0,0,0,0,0,0,0,b
visagam 1 2 3 padham,karthigai 2 3 4 padham,thualam,rishabam,0,0,0,0,0,0,0,0,0,0,0,0,b
visagam 1 2 3 padham,rohini,thualam,rishabam,0,0,1,1,1,0,1,0,1,1,6,1,3457910
visagam 1 2 3 padham,mirugasirisham 1 2 padham,thualam,rishabam,1,0,0,1,1,0,1,0,1,1,6,1,1457910
visagam 1 2 3 padham,mirugasirisham 3 4 padham,thualam,mithunam,1,0,0,1,1,1,1,0,1,1,7,1,14567910
visagam 1 2 3 padham,thiruvadhirai,thualam,mithunam,1,0,0,1,1,1,1,0,1,1,7,1,14567910
visagam 1 2 3 padham,poonarpusham 1 2 3 padham,thualam,mithunam,0,0,0,0,0,0,0,0,0,0,0,0,b
visagam 1 2 3 padham,poonarpusham 4 padham,thualam,kadagam,0,0,0,0,0,0,0,0,0,0,0,0,b
visagam 1 2 3 padham,poosam,thualam,kadagam,1,0,0,1,1,1,0,0,1,1,6,1,1456910
visagam 1 2 3 padham,ayilyam,thualam,kadagam,0,1,0,1,1,1,0,0,1,1,6,1,2456910
visagam 1 2 3 padham,magam,thualam,simmam,1,1,1,1,1,1,0,0,1,1,8,1,123456910
visagam 1 2 3 padham,pooram,thualam,simmam,0,0,0,1,1,1,0,0,1,1,5,0,456910
visagam 1 2 3 padham,uthiram 1 padham,thualam,simmam,0,0,0,0,0,0,0,0,0,0,0,0,b
visagam 1 2 3 padham,uthiram 2 3 4 padham,thualam,kanni,0,0,0,0,0,0,0,0,0,0,0,0,b
visagam 1 2 3 padham,astham,thualam,kanni,0,0,1,1,1,1,1,0,1,1,7,1,34567910
visagam 1 2 3 padham,chithirai 1 2padham,thualam,kanni,1,1,0,1,1,1,1,0,1,1,8,1,124567910
visagam 1 2 3 padham,chithirai 3 4 padham,thualam,thualam,1,1,0,1,1,1,1,0,1,1,8,1,124567910
visagam 1 2 3 padham,swathi,thualam,thualam,1,0,0,1,1,1,1,0,1,1,7,1,14567910
visagam 1 2 3 padham,visagam 1 2 3 padham,thualam,thualam,0,0,0,0,0,0,0,0,0,0,0,0,b
visagam 1 2 3 padham,visagam 4 padham,thualam,viruchagam,0,0,0,0,0,0,0,0,0,0,0,0,b
visagam 1 2 3 padham,anusam,thualam,viruchagam,1,0,0,0,1,0,1,0,1,1,5,0,157910
visagam 1 2 3 padham,kettai,thualam,viruchagam,0,1,0,0,1,0,1,0,1,1,5,0,257910
visagam 1 2 3 padham,moolam,thualam,dhanush,1,1,1,0,1,0,1,0,1,1,7,1,12357910
visagam 1 2 3 padham,pooradam,thualam,dhanush,0,0,0,0,1,0,1,0,1,1,4,0,57910
visagam 1 2 3 padham,uthiradam 1 padham,thualam,dhanush,0,0,0,0,0,0,0,0,0,0,0,0,b
visagam 1 2 3 padham,uthiradam 2 3 4 padham,thualam,magaram,0,0,0,0,0,0,0,0,0,0,0,0,b
visagam 1 2 3 padham,thiruvonam,thualam,magaram,0,0,1,1,1,0,1,1,1,1,7,1,34578910
visagam 1 2 3 padham,avitam 1 2 padham,thualam,magaram,1,1,0,1,1,0,1,1,1,1,8,1,124578910
visagam 1 2 3 padham,avitam 3 4 padam,thualam,kumbam,1,1,0,1,1,0,1,0,1,1,7,1,12457910
visagam 1 2 3 padham,sathayam,thualam,kumbam,1,1,0,1,1,0,1,0,1,1,7,1,12457910
visagam 1 2 3 padham,pooratadhi 1 2 3 padham,thualam,kumbam,0,0,0,0,0,0,0,0,0,0,0,0,b
visagam 1 2 3 padham,pooratadhi 4 padham,thualam,meenam,0,0,0,0,0,0,0,0,0,0,0,0,b
visagam 1 2 3 padham,uthiraithadhi,thualam,meenam,1,0,0,1,0,0,1,0,1,1,5,0,147910
visagam 1 2 3 padham,revathi,thualam,meenam,0,0,0,1,1,0,1,0,1,1,5,0,457910
